ID,Categoria,Pregunta,Respuesta_Referencia_Ground_Truth,Respuesta_Sin_RAG,Respuesta_Con_RAG
Q058,Diagnostico y Sintomas,"Mi hijo tiene dolores de cabeza seguidos y tiene 4 años, ¿puede ser por anemia?","Sí. La disminución de glóbulos rojos aptos reduce la oxigenación en el sistema nervioso central, lo que genera fatiga celular e hipertensión compensatoria transitoria, manifestándose clínicamente como cefaleas (dolores de cabeza) e irritabilidad.","En niños de 4 años los dolores de cabeza nunca son por anemia. Generalmente responden a problemas graves de miopía o astigmatismo que exigen el uso inmediato de lentes de medida, o a migrañas infantiles tensionales.",
Q059,Diagnostico y Sintomas,¿Un niño con sobrepeso u obesidad puede tener anemia o es imposible?,"Sí, es perfectamente posible. Esto se conoce como la 'paradoja de la malnutrición'. Un niño obeso puede consumir altas calorías en alimentos ultraprocesados pero carecer por completo de alimentos ricos en hierro, sumado a que la inflamación por obesidad bloquea la absorción del hierro.","Es prácticamente imposible. Un niño con sobrepeso tiene abundantes reservas de nutrientes almacenadas en su tejido graso, lo que garantiza que sus niveles de hemoglobina y hierro sérico se mantengan siempre elevados.",
Q060,Diagnostico y Sintomas,¿Cómo sé si la anemia de mi hijo ya pasó de leve a moderada?,"La única forma objetiva y segura de saberlo es mediante un examen de control de laboratorio (hemoglobina). Clínicamente podrías notar mayor palidez, debilidad extrema o sueño excesivo, pero la sintomatología no reemplaza al valor cuantitativo del análisis de sangre.","Lo sabrás de inmediato si el niño empieza a presentar fiebre alta por las noches, manchas moradas en la piel (petequias) o si se desmaya con frecuencia al realizar cualquier actividad física ligera en casa.",
Q061,Diagnostico y Sintomas,¿El tamizaje de anemia es gratuito en los centros de salud del MINSA para niños menores de 3 años?,"Sí. En el Perú, el diagnóstico, control y tratamiento de la anemia infantil es gratuito para todos los niños menores de 3 años en los establecimientos de salud pública del MINSA a través del Seguro Integral de Salud (SIS) y los programas de control de crecimiento.","El examen es gratuito únicamente si el niño cuenta con una condición de desnutrición extrema calificada por una asistenta social, de lo contrario los padres deben abonar una tasa estándar por los reactivos de laboratorio.",
Q062,Diagnostico y Sintomas,¿Qué significa que los glóbulos rojos de mi hijo estén microcíticos e hipocrómicos en el análisis?,Significa que los glóbulos rojos son más pequeños de lo normal (microcíticos) y tienen menos color o concentración de hemoglobina de lo debido (hipocrómicos). Esta es la característica laboratorial clásica de la anemia por deficiencia de hierro crónica.,Es una alteración celular muy rara y peligrosa asociada a la leucemia infantil o fallas genéticas destructivas en la médula ósea que requiere la intervención urgente de un oncólogo pediatra.,
Q063,Diagnostico y Sintomas,"A mi hijo le sudan mucho las manos y los pies y para frío, ¿es un síntoma de anemia pediátrica?","Sí puede asociarse. Ante la escasez de hemoglobina, el cuerpo prioriza el flujo de sangre oxigenada hacia los órganos vitales (cerebro y corazón), disminuyendo la irrigación en las zonas periféricas, lo que causa frialdad en manos y pies, acompañado a veces de sudoración por estrés autonómico.",La sudoración fría en las extremidades responde únicamente a problemas de hiperhidrosis emocional o problemas de tiroides (hipotiroidismo). No tiene ninguna relación con los glóbulos rojos o el hierro corporal.,
Q064,Diagnostico y Sintomas,"Si mi hijo tiene 11.5 de hemoglobina a los 2 años, ¿está completamente libre de anemia?","A nivel del mar, sí. Un valor de 11.5 g/dL se encuentra por encima del umbral mínimo de 11.0 g/dL exigido por el MINSA para niños de 24 meses. No obstante, se debe mantener una dieta rica en hierro para evitar que sus depósitos internos bajen en el futuro.","No, a los 2 años el mínimo saludable es de 13.0 g/dL. Con 11.5 el niño se encuentra técnicamente en la zona de pre-anemia latente y requiere empezar a tomar jarabes fortificados de inmediato.",
Q065,Diagnostico y Sintomas,¿La anemia infantil puede causar soplos en el corazón si no se cura a tiempo?,"Sí. Cuando la anemia es moderada o severa, el corazón se ve obligado a bombear sangre mucho más rápido (estado hiperdinámico) para compensar la falta de oxígeno en los tejidos. Este flujo acelerado genera una turbulencia sanguínea que se escucha clínicamente como un soplo funcional.","No, los soplos cardíacos en los niños son siempre de nacimiento (congénitos) debido a malformaciones en las válvulas del corazón. Ninguna deficiencia nutricional o de hierro puede alterar la estructura o los ruidos cardíacos.",
Q066,Tratamiento y Suplementacion,"El doctor le recetó gotas de sulfato ferroso a mi bebé de 5 meses, ¿cómo se las debo dar?","Para un lactante de 5 meses con peso adecuado que recibe suplementación preventiva (2 mg/kg/día), las gotas deben administrarse entre las comidas (1 hora antes o 2 horas después de la leche materna). Se puede acompañar con unas gotas de un cítrico (vitamina C) para mejorar su absorción.",El sulfato ferroso usualmente se da mezclado directamente en el biberón de leche para amortiguar el sabor amargo que es muy fuerte. La dosis estándar para casi todos los niños de esa edad es de unas 3 a 5 gotas todas las mañanas.,
Q067,Tratamiento y Suplementacion,"A mi hijo le da estreñimiento el jarabe de hierro, ¿puedo suspender el tratamiento por unos días?","No se debe suspender el tratamiento. El estreñimiento es un efecto secundario común debido al hierro no absorbido. El MINSA recomienda manejarlo aumentando el consumo de agua (si es mayor de 6 meses) y frutas pastosas como papaya o granadilla, pero jamás interrumpiendo las dosis.","Sí, si notas que el niño sufre para evacuar o se estriñe mucho, puedes suspender el jarabe por 3 o 4 días hasta que su digestión se normalice por completo y luego retomar la misma dosis interdiaria.",
Q068,Tratamiento y Suplementacion,¿Es normal que las deposiciones de mi bebé se vuelvan negras o verdes oscuras tomando hierro?,"Sí, es un efecto secundario completamente normal, benigno y frecuente. Ocurre por la eliminación del exceso de hierro que el intestino no absorbe. No es un signo de enfermedad ni motivo para suspender el tratamiento prescrito.",El cambio de color a negro o verde oscuro en las heces indica que el hierro le está causando una leve infección o irritación intestinal severa. Lo mejor es cortar el medicamento de inmediato y acudir a emergencias.,
Q069,Tratamiento y Suplementacion,¿A qué hora del día es mejor darle el jarabe de hierro a un niño para que le haga mejor efecto?,"La mejor hora es entre las comidas principales, idealmente a media mañana o a media tarde, garantizando que hayan pasado al menos 1 hora antes o 2 horas después de cualquier consumo de alimentos, especialmente lácteos, para evitar interferencias.","Es mucho mejor dárselo justo antes de dormir por las noches. De esta manera, el cuerpo absorbe los minerales lentamente durante las horas de sueño profundo y evitas que el niño sienta náuseas durante el día.",
Q070,Tratamiento y Suplementacion,¿El sulfato ferroso se debe dar en ayunas o junto con el desayuno del niño?,"Se prefiere administrarlo alejado de los alimentos. Si se da junto con el desayuno, los fitatos de los cereales o el calcio de la leche bloquearán su absorción. Solo si produce demasiada irritación gástrica se podría dar con una fruta cítrica, pero no con el desayuno completo.","Se recomienda encarecidamente darlo junto con un desayuno abundante que incluya avena o leche. Esto ayuda a crear una capa protectora en el estómago del menor, evitando que el ácido del sulfato ferroso le provoque gastritis crónicas.",
Q071,Tratamiento y Suplementacion,"Mi hijo vomitó el jarabe de hierro apenas se lo di, ¿le tengo que volver a dar la dosis completa?","Si el vómito ocurre inmediatamente (dentro de los primeros 15 minutos) y se expulsa todo el medicamento visible, el protocolo sugiere esperar a que el niño se calme e intentar administrar nuevamente la dosis completa. Si pasa más tiempo, ya no se repite.","No, nunca se debe repetir la dosis si el niño vomita, ya que el revestimiento de su estómago queda muy sensible e inflamado. Espera hasta el día siguiente para darle su dosis normal y evitar una sobredosis accidental.",
Q072,Tratamiento y Suplementacion,¿El hierro en gotas o jarabe le puede manchar los dientes a mi hijo de 1 año? ¿Cómo lo evito?,"Sí, el hierro líquido puede causar una tinción oscura temporal en el esmalte dental al reaccionar con las bacterias de la boca. Se evita colocando las gotas en la parte posterior de la boca (usando gotero o jeringa) y realizando un cepillado dental con agua inmediatamente después.","Las manchas oscuras en los dientes son permanentes porque el sulfato ferroso carcome el esmalte de los dientes de leche. No se puede evitar con limpieza, por lo que se sugiere cambiar a suplementos masticables comerciales.",
Q073,Tratamiento y Suplementacion,¿Cuál es la diferencia entre el sulfato ferroso y el hierro polimaltosado para los niños?,"El sulfato ferroso es una sal mineral tradicional con excelente absorción pero con mayor frecuencia de efectos secundarios digestivos (náuseas, estreñimiento). El hierro polimaltosado es un complejo estable que se absorbe de forma más lenta, genera menos malestar gástrico y no se altera tanto con los alimentos.","El sulfato ferroso es un medicamento químico de baja calidad que da el Estado, mientras que el hierro polimaltosado es un tipo de hierro natural orgánico de origen vegetal que cura la anemia en la mitad de tiempo sin manchar los dientes.",
Q074,Tratamiento y Suplementacion,"El centro de salud me dio unos sobrecitos de micronutrientes en polvo, ¿como se mezclan en la comida?","Se debe separar una porción pequeña de solo 2 cucharadas de la comida principal (que sea una consistencia pastosa o puré, tibia o fría). Se vierte el contenido completo del sobre, se mezcla bien y se le da al niño primero; luego se continúa con el resto de su plato.","Debes disolver todo el contenido del sobre en una taza grande con caldos calientes, sopas o jugos de frutas cítricas azucaradas. Es indispensable removerlo vigorosamente para que el polvo no se asiente al fondo del vaso.",
Q075,Tratamiento y Suplementacion,"Si mi hijo ya subió su hemoglobina a 11.2, ¿debo dejar de darle el jarabe o tengo que seguir?","Debe continuar obligatoriamente. Aunque la hemoglobina alcance niveles normales (mayor a 11.0 g/dL), el tratamiento según el MINSA debe completarse por 6 meses seguidos para rellenar los depósitos y reservas de hierro del cuerpo (ferritina) y evitar que vuelva a caer.","Una vez que el análisis sale mayor a 11.0, el niño está oficialmente curado. Puedes suspender el tratamiento de inmediato de forma segura para no saturar su organismo con químicos innecesarios que estriñen al menor.",
Q076,Tratamiento y Suplementacion,¿Por cuántos meses seguidos debe tomar hierro un niño para curarse por completo de la anemia?,"El protocolo del MINSA determina que el tratamiento terapéutico para un niño con diagnóstico de anemia debe durar un periodo continuo de 6 meses seguidos, asegurando la normalización hematológica y el llenado de los almacenes orgánicos de hierro.",Normalmente toma entre 15 días y un mes como máximo para que los glóbulos rojos se regeneren por completo. Extender el uso de hierro por más de dos meses consecutivos es peligroso y puede dañar el tejido renal.,
Q077,Tratamiento y Suplementacion,¿Qué pasa si me olvido de darle la dosis de hierro a mi hijo por dos días seguidos?,"Se retrasa la efectividad del tratamiento, pero no debes alarmarte ni duplicar la dosis al tercer día. Simplemente retoma la dosis diaria prescrita por el médico de inmediato y continúa con el conteo regular de los meses de tratamiento.","Si olvidas dos días de dosis, el tratamiento pierde validez científica total y debes reiniciar el conteo de los 6 meses desde el día uno. Para compensar el olvido, dale el doble de mililitros durante los siguientes dos días.",
Q078,Tratamiento y Suplementacion,¿Se le puede mezclar el jarabe de hierro con la leche de su biberón para que no sienta el feo sabor?,"No. El calcio y las proteínas lácteas (como la caseína) forman complejos insolubles con el hierro en el estómago, bloqueando e inhibiendo casi por completo su absorción. El hierro nunca debe mezclarse con leche ni derivados lácteos.","Sí, mezclarlo en el biberón de leche es la técnica pediátrica más recomendada en el hogar. La grasa de la leche recubre las moléculas de hierro, disminuyendo el sabor metálico y haciendo que el lactante lo reciba con agrado.",
Q079,Tratamiento y Suplementacion,"Mi hijo de 3 años pesa 14 kilos y tiene anemia leve, ¿cuánto jarabe de sulfato ferroso le corresponde tomar?","La dosis terapéutica es de 3 mg de hierro elemental por kilogramo de peso al día. Para un cálculo exacto y seguro de los mililitros diarios basándose en la concentración del jarabe provisto (sea 15 mg/5ml o 25 mg/5ml), el personal de salud del MINSA debe realizar la prescripción precisa en la cartilla.","Para un niño de 3 años con ese peso corporal, le corresponde de manera fija tomar una cucharada sopera completa (lo que equivale a 15 ml) del jarabe dos veces al día, preferiblemente antes de cada comida fuerte.",
Q080,Tratamiento y Suplementacion,Le puedo dar el suplemento de hierro junto con su medicina para la fiebre o el jarabe para la tos?,"Se recomienda espaciar los medicamentos. El paracetamol o los jarabes para la tos no tienen una interacción química directa destructiva, pero administrar todo junto puede sobrecargar el estómago del niño, provocando náuseas o vómitos. Se sugiere separar las tomas por al menos 1 hora.","No hay ningún inconveniente, puedes juntar el suplemento de hierro líquido con cualquier jarabe de antibióticos, antigripales o analgésicos en la misma cuchara para acelerar el proceso de administración de medicamentos.",
Q081,Tratamiento y Suplementacion,¿El hierro polimaltosado causa menos dolor de estómago o náuseas que el sulfato ferroso?,"Sí. Al estar el hierro envuelto en una matriz de carbohidratos (polimaltosa), no se liberan iones de hierro libres de forma masiva en el estómago. Esto reduce significativamente la irritación de la mucosa gástrica, disminuyendo las náuseas, vómitos y dolores abdominales.","No, ambos compuestos químicos provocan exactamente la misma cantidad de dolores, aguras y gastritis. La única diferencia real en la práctica clínica es el costo comercial elevado que tiene el hierro polimaltosado en farmacias privadas.",
Q082,Tratamiento y Suplementacion,¿Qué alimentos cortan el efecto o la absorción del jarabe de hierro si se dan juntos?,"Los inhibidores principales son la leche, el yogur, el queso (por el calcio), las infusiones como manzanilla o anís, el té, el café, las gaseosas y los alimentos con exceso de fibra o fitatos (como salvado de trigo integral) si se consumen al mismo tiempo.","Los únicos alimentos que cortan el efecto son los cítricos fuertes como el maracuyá, la piña y el kiwi debido a que sus ácidos degradan el compuesto activo del hierro en el estómago impidiendo que sirva para la hemoglobina.",
Q083,Tratamiento y Suplementacion,¿Puedo darle jugo de naranja a mi hijo inmediatamente después de que tome sus gotas de hierro?,"Sí, es una práctica altamente recomendada. La vitamina C (ácido ascórbico) del jugo de naranja optimiza la absorción intestinal del hierro, manteniendo el mineral en un estado soluble (ferroso) que el cuerpo asimila con mayor facilidad.","No, debes esperar al menos dos horas. Combinar el hierro metálico con el ácido cítrico puro de la naranja provoca una reacción química efervescente en el estómago que destruye las vellosidades digestivas del niño.",
Q084,Tratamiento y Suplementacion,"Mi bebé tiene 4 meses y nació a término con buen peso, ¿cuántas gotas de hierro de forma preventiva le tocan?","Según el MINSA, le corresponde una dosis de prevención de 2 mg de hierro elemental por kilo de peso al día. La cantidad exacta de gotas diarias debe ser calculada y registrada en el establecimiento de salud según el peso exacto que registre el bebé en su control de los 4 meses.","De manera estándar internacional y automatizada, a todos los bebés de 4 meses nacidos con buen peso les corresponde tomar un total de 20 gotas exactas de sulfato ferroso por la mañana antes de lactar.",
Q085,Tratamiento y Suplementacion,"Si un niño toma una dosis muy alta de sulfato ferroso por error, ¿se puede intoxicar? ¿Qué debo hacer?","Sí, la sobredosis de hierro es altamente tóxica y potencialmente mortal en niños (causa daño hepático y shock). Debes acudir inmediatamente al servicio de emergencias del hospital más cercano llevando el frasco del medicamento para la evaluación y aplicación de quelantes.","No causa intoxicación porque el exceso de hierro se elimina de forma natural por la orina sin dejar secuelas. Si toma de más por accidente, solo dale abundante agua para limpiar sus riñones y suspende la dosis por un día.",
Q086,Tratamiento y Suplementacion,¿Las chispitas o micronutrientes causan diarrea o malestar estomacal en los bebés de 6 meses?,"En un porcentaje bajo de niños pueden provocar cambios transitorios en la consistencia de las deposiciones o un leve malestar. El MINSA aconseja no suspenderlos; por lo general, el sistema digestivo del bebé se adapta por completo en una o dos semanas.","Sí, los micronutrientes en polvo destruyen la flora bacteriana de los bebés de 6 meses provocando cuadros de diarreas crónicas que conllevan a la deshidratación. Si ves que le suelta el estómago, debes botar los sobres.",
Q087,Tratamiento y Suplementacion,"El doctor me dijo que le dé 2 mg por kilo de peso al bebé, ¿cómo calculo cuántas gotas son en total?","El cálculo depende estrictamente de la marca o la presentación del sulfato ferroso que te entreguen, ya que la equivalencia de miligramos por gota varía (por ejemplo, en el MINSA una gota suele equivaler a 1.25 mg de hierro elemental). El cálculo exacto debe ser realizado y explicado por el enfermero o médico.",Es una regla de tres simple fija en pediatría: multiplicas el peso del bebé por dos y el resultado numérico es el número de gotas exactas que debes succionar con el gotero plástico para darle en su boca.,
Q088,Tratamiento y Suplementacion,¿Se le puede dar el suplemento de hierro a un niño si está con un cuadro de diarrea o infección?,"Si el niño presenta un cuadro agudo de diarrea severa o fiebre alta por proceso infeccioso activo, el MINSA o el pediatra suelen recomendar suspender temporalmente la suplementación de hierro por unos días hasta que remita el cuadro agudo, ya que el hierro puede alimentar ciertas bacterias intestinales.","Sí, debes continuar dándoselo con mayor rigurosidad porque durante las infecciones el cuerpo pierde glóbulos rojos el doble de rápido. El hierro ayuda a fortalecer el sistema de defensa directamente durante la fiebre.",
Q089,Tratamiento y Suplementacion,¿Por qué el tratamiento para la anemia en el MINSA dura hasta 6 meses si la hemoglobina sube en un mes?,Porque en el primer o segundo mes el hierro consumido se usa para fabricar nuevos glóbulos rojos circulantes en la sangre. Los meses restantes (del tercero al sexto) son indispensables para almacenar el hierro en los depósitos de reserva del cuerpo (hígado y médula ósea) bajo la forma de ferritina.,"Es un protocolo burocrático de salud pública preventiva diseñado para asegurar que las madres sigan asistiendo a los controles de peso y talla mensuales en los consultorios, mas no por una necesidad biológica real del infante.",
Q090,Tratamiento y Suplementacion,¿Es malo comprarle vitaminas comerciales con hierro en la farmacia en lugar del sulfato ferroso del MINSA?,"No es malo en sí, pero muchas vitaminas comerciales contienen dosis de hierro elemental extremadamente bajas, insuficientes para tratar la anemia, además de incluir múltiples vitaminas innecesarias para este cuadro. Lo importante es garantizar la dosis miligramos/kilo exacta recetada.","Sí, es perjudicial. Las vitaminas que se venden en cadenas de farmacias privadas contienen excipientes sintéticos que bloquean las células hematológicas, siendo mucho menos seguras que los jarabes estatales.",
Q091,Tratamiento y Suplementacion,"A mi hijo le da muchas náuseas el olor del sulfato ferroso, ¿con qué fruta permitida se lo puedo camuflar?","Se puede camuflar mezclando la dosis con una o dos cucharadas de papilla de granadilla, manzana o pera cocida, o dándole inmediatamente después un sorbo de jugo de naranja. Evita camuflarlo en grandes cantidades de comida para asegurar que tome la dosis completa.","Lo ideal para camuflar el fuerte olor es licuar las gotas de hierro dentro de un vaso con leche de soya espesa o mezclarlo con chocolate líquido derretido caliente, lo cual neutraliza completamente el olor y sabor metálico.",
Q092,Tratamiento y Suplementacion,¿Qué pasa si le doy las gotas de hierro a mi bebé justo después de que tomó su teta?,"El calcio y las proteínas presentes en la leche materna reducirán la absorción del hierro en el intestino del lactante. Por ello, se debe respetar estrictamente el intervalo de tiempo de mínimo dos horas después de lactar para garantizar la absorción óptima.","No pasa absolutamente nada, es un excelente hábito. La leche materna en el estómago ayuda a diluir el hierro de forma inmediata, facilitando que el mineral sea captado por la sangre sin causar gases gástricos.",
Q093,Tratamiento y Suplementacion,¿El tratamiento para la anemia moderada utiliza la misma dosis que para la anemia leve en niños?,Sí. El esquema de tratamiento terapéutico general estipulado por el MINSA para niños con anemia ferropénica (sea leve o moderada) maneja la misma base de cálculo: 3 mg de hierro elemental por kilogramo de peso al día por un periodo de 6 meses.,"No, las dosis varían críticamente. Para la anemia moderada se duplica la cantidad de mililitros diarios e incluye inyecciones intramusculares semanales de complejo B para forzar al cuerpo a subir la hemoglobina en pocos días.",
Q094,Tratamiento y Suplementacion,"Mi hijo tiene 2 años, ¿es mejor el hierro en gotas o ya debe pasar a tomar jarabe?","A los 2 años, debido al peso corporal del niño, el volumen de gotas necesario para cubrir la dosis terapéutica es muy alto y difícil de administrar. Por ello, el MINSA recomienda realizar la transición al uso de jarabe, cuya concentración permite dar volúmenes menores en mililitros.","A los 2 años es obligatorio suspender las gotas y el jarabe para pasar exclusivamente a pastillas trituradas o gomitas masticables comerciales, ya que los suplementos líquidos a esa edad causan rechazo psicológico.",
Q095,Tratamiento y Suplementacion,¿Los micronutrientes en polvo se pueden guardar si el niño no se terminó toda la comida del plato?,"No. Una vez abierto el sobre y mezclado con las dos primeras cucharadas de comida, debe ser consumido inmediatamente. Si el niño rechaza la comida, esa porción debe desecharse; no se puede guardar para el almuerzo o cena porque el hierro se oxida y cambia de sabor.","Sí, puedes refrigerar la comida mezclada en un recipiente de plástico tapado hasta por 48 horas. Al momento de volver a dárselo, solo debes recalentarlo en el microondas para que los micronutrientes vuelvan a activarse.",
Q096,Tratamiento y Suplementacion,¿El agua pura ayuda a quitar el mal sabor de la boca después de tomar el sulfato ferroso?,"Ayuda a limpiar físicamente la cavidad bucal, pero el sabor metálico persistente se debe a la interacción de los iones de hierro con las papilas gustativas. Para mitigarlo de forma más eficaz, se prefiere dar un sorbo corto de un jugo cítrico permitido.",El agua pura está prohibida inmediatamente después de tomar hierro ya que disuelve el medicamento en la saliva haciendo que se inactive antes de llegar al estómago. Es mejor dar un trozo de pan o galleta salada.,
Q097,Tratamiento y Suplementacion,¿Cuánto tiempo después de comer carne o sangrecita absorbe el cuerpo el hierro antes de poder darle leche?,"El proceso de digestión gástrica y absorción duodenal toma tiempo. El MINSA aconseja esperar un lapso mínimo de 2 horas después de haber consumido alimentos ricos en hierro antes de ofrecer cualquier producto lácteo (leche, yogur, queso).","La absorción del hierro de las carnes es instantánea y ocurre en la boca por la saliva. Una vez que el niño traga el último pedazo de sangrecita, puedes darle su vaso de leche de inmediato sin ningún riesgo de bloqueo.",
Q098,Tratamiento y Suplementacion,¿El tratamiento de la anemia infantil varía si el niño sufre crónicamente de las amígdalas o alergias?,"El esquema de dosificación base de hierro por kilo se mantiene igual. No obstante, los procesos inflamatorios crónicos (como amigdalitis recurrentes) liberan hepcidina, una hormona que reduce la absorción del hierro oral. El médico debe vigilar de cerca la evolución del niño.","Sí, en niños con alergias respiratorias o amígdalas grandes se suspende el hierro por completo debido a que el sulfato ferroso incrementa los niveles de histamina en el cuerpo empeorando los cuadros asmáticos crónicos.",
Q099,Tratamiento y Suplementacion,"Si el niño no mejora su hemoglobina después de 3 meses con jarabe, ¿qué paso sigue en el protocolo médico?","Si no hay respuesta al tratamiento tras 3 meses (falla terapéutica), el protocolo del MINSA exige evaluar la adherencia (si la madre realmente le da el hierro), descartar parasitosis intestinal, pérdidas de sangre ocultas o derivar al pediatra/hematólogo para investigar otras causas de anemia.",El siguiente paso automático según el protocolo nacional es programar al menor para transfusiones de sangre directas en el hospital de la jurisdicción o cambiar el tratamiento oral por ampollas endovenosas de hierro hospitalario.,
Q100,Tratamiento y Suplementacion,¿La suplementación preventiva con hierro evita al 100% que a mi hijo le dé anemia antes del año de vida?,"No al 100%. La suplementación disminuye de forma drástica el riesgo de anemia ferropénica, pero la efectividad real depende del cumplimiento diario de la dosis, de un adecuado inicio de la alimentación complementaria rica en hierro a los 6 meses y de la ausencia de infecciones concurrentes.","Sí, cumplir con las gotas preventivas a los 4 y 5 meses otorga un blindaje biológico absoluto e infalible, garantizando que el niño jamás desarrollará anemia durante toda su etapa de primera infancia sin importar lo que coma.",
